Year,Units,Аймақ,Жынысы,Өңірлер,Value
2016,пайыз,сельская местность,,Оңтүстік Қазақстан,25.7
2017,пайыз,сельская местность,,Оңтүстік Қазақстан,29.6
2010,пайыз,сельская местность,,Павлодар,36.1
2011,пайыз,сельская местность,,Павлодар,24.8
2012,пайыз,сельская местность,,Павлодар,30.5
2013,пайыз,сельская местность,,Павлодар,40.9
2014,пайыз,сельская местность,,Павлодар,35.3
2015,пайыз,сельская местность,,Павлодар,40.0
2016,пайыз,сельская местность,,Павлодар,39.8
2017,пайыз,сельская местность,,Павлодар,49.0
2018,пайыз,сельская местность,,Павлодар,55.9
2010,пайыз,сельская местность,,Солтүстік Қазақстан,26.1
2011,пайыз,сельская местность,,Солтүстік Қазақстан,24.7
2012,пайыз,сельская местность,,Солтүстік Қазақстан,23.3
2013,пайыз,сельская местность,,Солтүстік Қазақстан,21.1
2014,пайыз,сельская местность,,Солтүстік Қазақстан,39.7
2015,пайыз,сельская местность,,Солтүстік Қазақстан,36.6
2016,пайыз,сельская местность,,Солтүстік Қазақстан,39.7
2017,пайыз,сельская местность,,Солтүстік Қазақстан,38.8
2018,пайыз,сельская местность,,Солтүстік Қазақстан,46.2
2018,пайыз,сельская местность,,Түркістан,36.4
2010,пайыз,сельская местность,,Шығыс Қазақстан,18.9
2011,пайыз,сельская местность,,Шығыс Қазақстан,22.7
2012,пайыз,сельская местность,,Шығыс Қазақстан,24.8
2013,пайыз,сельская местность,,Шығыс Қазақстан,30.8
2014,пайыз,сельская местность,,Шығыс Қазақстан,37.3
2015,пайыз,сельская местность,,Шығыс Қазақстан,41.8
2016,пайыз,сельская местность,,Шығыс Қазақстан,42.9
2017,пайыз,сельская местность,,Шығыс Қазақстан,41.3
2018,пайыз,сельская местность,,Шығыс Қазақстан,46.7
2010,пайыз,сельская местность,ерлер,,17.6
2011,пайыз,сельская местность,ерлер,,20.3
2012,пайыз,сельская местность,ерлер,,23.5
2013,пайыз,сельская местность,ерлер,,25.4
2014,пайыз,сельская местность,ерлер,,32.3
2015,пайыз,сельская местность,ерлер,,32.6
2016,пайыз,сельская местность,ерлер,,33.2
2017,пайыз,сельская местность,ерлер,,35.5
2018,пайыз,сельская местность,ерлер,,43.1
2010,пайыз,сельская местность,ерлер,Ақмола,22.9
2011,пайыз,сельская местность,ерлер,Ақмола,23.8
2012,пайыз,сельская местность,ерлер,Ақмола,22.4
2013,пайыз,сельская местность,ерлер,Ақмола,25.1
2014,пайыз,сельская местность,ерлер,Ақмола,33.3
2015,пайыз,сельская местность,ерлер,Ақмола,40.7
2016,пайыз,сельская местность,ерлер,Ақмола,39.7
2017,пайыз,сельская местность,ерлер,Ақмола,40.2
2018,пайыз,сельская местность,ерлер,Ақмола,46.1
2010,пайыз,сельская местность,ерлер,Ақтөбе,24.4
2011,пайыз,сельская местность,ерлер,Ақтөбе,29.8
2012,пайыз,сельская местность,ерлер,Ақтөбе,39.1
2013,пайыз,сельская местность,ерлер,Ақтөбе,42.1
2014,пайыз,сельская местность,ерлер,Ақтөбе,53.3
2015,пайыз,сельская местность,ерлер,Ақтөбе,47.3
2016,пайыз,сельская местность,ерлер,Ақтөбе,50.4
2017,пайыз,сельская местность,ерлер,Ақтөбе,53.5
2018,пайыз,сельская местность,ерлер,Ақтөбе,54.8
2010,пайыз,сельская местность,ерлер,Алматы,17.4
2011,пайыз,сельская местность,ерлер,Алматы,20.0
2012,пайыз,сельская местность,ерлер,Алматы,25.6
2013,пайыз,сельская местность,ерлер,Алматы,19.7
2014,пайыз,сельская местность,ерлер,Алматы,28.4
2015,пайыз,сельская местность,ерлер,Алматы,24.8
2016,пайыз,сельская местность,ерлер,Алматы,24.5
2017,пайыз,сельская местность,ерлер,Алматы,24.5
2018,пайыз,сельская местность,ерлер,Алматы,37.2
2010,пайыз,сельская местность,ерлер,Атырау,25.9
2011,пайыз,сельская местность,ерлер,Атырау,34.3
2012,пайыз,сельская местность,ерлер,Атырау,27.0
2013,пайыз,сельская местность,ерлер,Атырау,28.0
2014,пайыз,сельская местность,ерлер,Атырау,31.6
2015,пайыз,сельская местность,ерлер,Атырау,32.7
2016,пайыз,сельская местность,ерлер,Атырау,33.6
2017,пайыз,сельская местность,ерлер,Атырау,42.1
2018,пайыз,сельская местность,ерлер,Атырау,32.8
2010,пайыз,сельская местность,ерлер,Батыс Қазақстан,14.1
2011,пайыз,сельская местность,ерлер,Батыс Қазақстан,20.0
2012,пайыз,сельская местность,ерлер,Батыс Қазақстан,37.0
2013,пайыз,сельская местность,ерлер,Батыс Қазақстан,52.7
2014,пайыз,сельская местность,ерлер,Батыс Қазақстан,33.4
2015,пайыз,сельская местность,ерлер,Батыс Қазақстан,36.7
2016,пайыз,сельская местность,ерлер,Батыс Қазақстан,39.2
2017,пайыз,сельская местность,ерлер,Батыс Қазақстан,48.7
2018,пайыз,сельская местность,ерлер,Батыс Қазақстан,54.8
2010,пайыз,сельская местность,ерлер,Жамбыл,8.4
2011,пайыз,сельская местность,ерлер,Жамбыл,14.9
2012,пайыз,сельская местность,ерлер,Жамбыл,20.8
2013,пайыз,сельская местность,ерлер,Жамбыл,32.6
2014,пайыз,сельская местность,ерлер,Жамбыл,21.7
2015,пайыз,сельская местность,ерлер,Жамбыл,23.0
2016,пайыз,сельская местность,ерлер,Жамбыл,24.9
2017,пайыз,сельская местность,ерлер,Жамбыл,21.6
2018,пайыз,сельская местность,ерлер,Жамбыл,31.5
2010,пайыз,сельская местность,ерлер,Қарағанды,21.0
2011,пайыз,сельская местность,ерлер,Қарағанды,24.3
2012,пайыз,сельская местность,ерлер,Қарағанды,25.6
2013,пайыз,сельская местность,ерлер,Қарағанды,27.6
2014,пайыз,сельская местность,ерлер,Қарағанды,41.7
2015,пайыз,сельская местность,ерлер,Қарағанды,41.4
2016,пайыз,сельская местность,ерлер,Қарағанды,41.6
2017,пайыз,сельская местность,ерлер,Қарағанды,41.0
2018,пайыз,сельская местность,ерлер,Қарағанды,48.4
2010,пайыз,сельская местность,ерлер,Қостанай,26.4
2011,пайыз,сельская местность,ерлер,Қостанай,32.4
2012,пайыз,сельская местность,ерлер,Қостанай,34.5
2013,пайыз,сельская местность,ерлер,Қостанай,39.8
2014,пайыз,сельская местность,ерлер,Қостанай,37.1
2015,пайыз,сельская местность,ерлер,Қостанай,44.6
2016,пайыз,сельская местность,ерлер,Қостанай,42.3
2017,пайыз,сельская местность,ерлер,Қостанай,44.3
2018,пайыз,сельская местность,ерлер,Қостанай,48.0
2010,пайыз,сельская местность,ерлер,Қызылорда,15.6
2011,пайыз,сельская местность,ерлер,Қызылорда,17.9
2012,пайыз,сельская местность,ерлер,Қызылорда,27.7
2013,пайыз,сельская местность,ерлер,Қызылорда,22.0
2014,пайыз,сельская местность,ерлер,Қызылорда,37.6
2015,пайыз,сельская местность,ерлер,Қызылорда,44.1
2016,пайыз,сельская местность,ерлер,Қызылорда,39.0
2017,пайыз,сельская местность,ерлер,Қызылорда,43.2
2018,пайыз,сельская местность,ерлер,Қызылорда,42.1
2010,пайыз,сельская местность,ерлер,Маңғыстау,34.7
2011,пайыз,сельская местность,ерлер,Маңғыстау,37.0
2012,пайыз,сельская местность,ерлер,Маңғыстау,41.0
2013,пайыз,сельская местность,ерлер,Маңғыстау,36.3
2014,пайыз,сельская местность,ерлер,Маңғыстау,56.5
2015,пайыз,сельская местность,ерлер,Маңғыстау,66.1
2016,пайыз,сельская местность,ерлер,Маңғыстау,66.2
2017,пайыз,сельская местность,ерлер,Маңғыстау,75.6
2018,пайыз,сельская местность,ерлер,Маңғыстау,72.4
2010,пайыз,сельская местность,ерлер,Оңтүстік Қазақстан,9.6
2011,пайыз,сельская местность,ерлер,Оңтүстік Қазақстан,9.6
2012,пайыз,сельская местность,ерлер,Оңтүстік Қазақстан,9.2
2013,пайыз,сельская местность,ерлер,Оңтүстік Қазақстан,9.9
2014,пайыз,сельская местность,ерлер,Оңтүстік Қазақстан,27.1
2015,пайыз,сельская местность,ерлер,Оңтүстік Қазақстан,21.6
2016,пайыз,сельская местность,ерлер,Оңтүстік Қазақстан,24.2
2017,пайыз,сельская местность,ерлер,Оңтүстік Қазақстан,27.9
2010,пайыз,сельская местность,ерлер,Павлодар,33.1
2011,пайыз,сельская местность,ерлер,Павлодар,25.5
2012,пайыз,сельская местность,ерлер,Павлодар,31.9
2013,пайыз,сельская местность,ерлер,Павлодар,42.5
2014,пайыз,сельская местность,ерлер,Павлодар,33.0
2015,пайыз,сельская местность,ерлер,Павлодар,40.3
2016,пайыз,сельская местность,ерлер,Павлодар,38.9
2017,пайыз,сельская местность,ерлер,Павлодар,48.5
2018,пайыз,сельская местность,ерлер,Павлодар,58.8
2010,пайыз,сельская местность,ерлер,Солтүстік Қазақстан,24.3
2011,пайыз,сельская местность,ерлер,Солтүстік Қазақстан,24.9
2012,пайыз,сельская местность,ерлер,Солтүстік Қазақстан,29.1
2013,пайыз,сельская местность,ерлер,Солтүстік Қазақстан,21.0
2014,пайыз,сельская местность,ерлер,Солтүстік Қазақстан,41.1
2015,пайыз,сельская местность,ерлер,Солтүстік Қазақстан,37.5
2016,пайыз,сельская местность,ерлер,Солтүстік Қазақстан,41.4
2017,пайыз,сельская местность,ерлер,Солтүстік Қазақстан,37.8
2018,пайыз,сельская местность,ерлер,Солтүстік Қазақстан,46.8
2018,пайыз,сельская местность,ерлер,Түркістан,39.0
2010,пайыз,сельская местность,ерлер,Шығыс Қазақстан,15.6
2011,пайыз,сельская местность,ерлер,Шығыс Қазақстан,20.5
2012,пайыз,сельская местность,ерлер,Шығыс Қазақстан,21.5
2013,пайыз,сельская местность,ерлер,Шығыс Қазақстан,33.5
2014,пайыз,сельская местность,ерлер,Шығыс Қазақстан,35.8
2015,пайыз,сельская местность,ерлер,Шығыс Қазақстан,44.4
2016,пайыз,сельская местность,ерлер,Шығыс Қазақстан,43.7
2017,пайыз,сельская местность,ерлер,Шығыс Қазақстан,42.6
2018,пайыз,сельская местность,ерлер,Шығыс Қазақстан,45.5
2010,пайыз,сельская местность,әйелдер,,20.5
2011,пайыз,сельская местность,әйелдер,,21.4
2012,пайыз,сельская местность,әйелдер,,25.8
2013,пайыз,сельская местность,әйелдер,,25.1
2014,пайыз,сельская местность,әйелдер,,31.6
2015,пайыз,сельская местность,әйелдер,,31.9
2016,пайыз,сельская местность,әйелдер,,33.4
2017,пайыз,сельская местность,әйелдер,,35.2
2018,пайыз,сельская местность,әйелдер,,40.8
2010,пайыз,сельская местность,әйелдер,Ақмола,25.9
2011,пайыз,сельская местность,әйелдер,Ақмола,27.0
2012,пайыз,сельская местность,әйелдер,Ақмола,26.7
2013,пайыз,сельская местность,әйелдер,Ақмола,23.3
2014,пайыз,сельская местность,әйелдер,Ақмола,30.5
2015,пайыз,сельская местность,әйелдер,Ақмола,38.8
2016,пайыз,сельская местность,әйелдер,Ақмола,37.6
2017,пайыз,сельская местность,әйелдер,Ақмола,38.1
2018,пайыз,сельская местность,әйелдер,Ақмола,40.8
2010,пайыз,сельская местность,әйелдер,Ақтөбе,28.5
2011,пайыз,сельская местность,әйелдер,Ақтөбе,34.8
2012,пайыз,сельская местность,әйелдер,Ақтөбе,46.5
2013,пайыз,сельская местность,әйелдер,Ақтөбе,46.3
2014,пайыз,сельская местность,әйелдер,Ақтөбе,43.3
2015,пайыз,сельская местность,әйелдер,Ақтөбе,42.6
2016,пайыз,сельская местность,әйелдер,Ақтөбе,44.8
2017,пайыз,сельская местность,әйелдер,Ақтөбе,47.2
2018,пайыз,сельская местность,әйелдер,Ақтөбе,41.1
2010,пайыз,сельская местность,әйелдер,Алматы,15.7
2011,пайыз,сельская местность,әйелдер,Алматы,17.6
2012,пайыз,сельская местность,әйелдер,Алматы,27.6
2013,пайыз,сельская местность,әйелдер,Алматы,18.0
2014,пайыз,сельская местность,әйелдер,Алматы,29.8
2015,пайыз,сельская местность,әйелдер,Алматы,25.6
2016,пайыз,сельская местность,әйелдер,Алматы,27.6
2017,пайыз,сельская местность,әйелдер,Алматы,26.8
2018,пайыз,сельская местность,әйелдер,Алматы,38.3
2010,пайыз,сельская местность,әйелдер,Атырау,34.7
2011,пайыз,сельская местность,әйелдер,Атырау,33.3
2012,пайыз,сельская местность,әйелдер,Атырау,25.2
2013,пайыз,сельская местность,әйелдер,Атырау,25.3
2014,пайыз,сельская местность,әйелдер,Атырау,28.4
2015,пайыз,сельская местность,әйелдер,Атырау,29.0
2016,пайыз,сельская местность,әйелдер,Атырау,24.9
2017,пайыз,сельская местность,әйелдер,Атырау,32.5
2018,пайыз,сельская местность,әйелдер,Атырау,31.4
2010,пайыз,сельская местность,әйелдер,Батыс Қазақстан,26.3
2011,пайыз,сельская местность,әйелдер,Батыс Қазақстан,30.2
2012,пайыз,сельская местность,әйелдер,Батыс Қазақстан,42.6
2013,пайыз,сельская местность,әйелдер,Батыс Қазақстан,46.9
2014,пайыз,сельская местность,әйелдер,Батыс Қазақстан,35.3
2015,пайыз,сельская местность,әйелдер,Батыс Қазақстан,34.7
2016,пайыз,сельская местность,әйелдер,Батыс Қазақстан,37.6
2017,пайыз,сельская местность,әйелдер,Батыс Қазақстан,52.3
2018,пайыз,сельская местность,әйелдер,Батыс Қазақстан,55.5
2010,пайыз,сельская местность,әйелдер,Жамбыл,12.5
2011,пайыз,сельская местность,әйелдер,Жамбыл,15.6
2012,пайыз,сельская местность,әйелдер,Жамбыл,26.5
2013,пайыз,сельская местность,әйелдер,Жамбыл,38.5
2014,пайыз,сельская местность,әйелдер,Жамбыл,25.6
2015,пайыз,сельская местность,әйелдер,Жамбыл,24.5
2016,пайыз,сельская местность,әйелдер,Жамбыл,29.5
2017,пайыз,сельская местность,әйелдер,Жамбыл,21.8
2018,пайыз,сельская местность,әйелдер,Жамбыл,27.5
2010,пайыз,сельская местность,әйелдер,Қарағанды,20.4
2011,пайыз,сельская местность,әйелдер,Қарағанды,24.2
2012,пайыз,сельская местность,әйелдер,Қарағанды,27.8
2013,пайыз,сельская местность,әйелдер,Қарағанды,21.6
2014,пайыз,сельская местность,әйелдер,Қарағанды,41.1
2015,пайыз,сельская местность,әйелдер,Қарағанды,44.0
2016,пайыз,сельская местность,әйелдер,Қарағанды,41.3
2017,пайыз,сельская местность,әйелдер,Қарағанды,42.4
2018,пайыз,сельская местность,әйелдер,Қарағанды,48.0
2010,пайыз,сельская местность,әйелдер,Қостанай,27.4
2011,пайыз,сельская местность,әйелдер,Қостанай,31.2
2012,пайыз,сельская местность,әйелдер,Қостанай,33.4
2013,пайыз,сельская местность,әйелдер,Қостанай,31.5
2014,пайыз,сельская местность,әйелдер,Қостанай,34.5
2015,пайыз,сельская местность,әйелдер,Қостанай,39.6
2016,пайыз,сельская местность,әйелдер,Қостанай,39.9
2017,пайыз,сельская местность,әйелдер,Қостанай,39.6
2018,пайыз,сельская местность,әйелдер,Қостанай,43.5
2010,пайыз,сельская местность,әйелдер,Қызылорда,26.8
2011,пайыз,сельская местность,әйелдер,Қызылорда,29.4
2012,пайыз,сельская местность,әйелдер,Қызылорда,28.7
2013,пайыз,сельская местность,әйелдер,Қызылорда,25.5
2014,пайыз,сельская местность,әйелдер,Қызылорда,37.5
2015,пайыз,сельская местность,әйелдер,Қызылорда,41.3
2016,пайыз,сельская местность,әйелдер,Қызылорда,38.7
2017,пайыз,сельская местность,әйелдер,Қызылорда,42.3
2018,пайыз,сельская местность,әйелдер,Қызылорда,44.0
2010,пайыз,сельская местность,әйелдер,Маңғыстау,41.3
2011,пайыз,сельская местность,әйелдер,Маңғыстау,30.3
2012,пайыз,сельская местность,әйелдер,Маңғыстау,19.7
2013,пайыз,сельская местность,әйелдер,Маңғыстау,44.8
2014,пайыз,сельская местность,әйелдер,Маңғыстау,43.2
2015,пайыз,сельская местность,әйелдер,Маңғыстау,57.5
2016,пайыз,сельская местность,әйелдер,Маңғыстау,61.2
2017,пайыз,сельская местность,әйелдер,Маңғыстау,69.6
2018,пайыз,сельская местность,әйелдер,Маңғыстау,69.3
2010,пайыз,сельская местность,әйелдер,Оңтүстік Қазақстан,7.9
2011,пайыз,сельская местность,әйелдер,Оңтүстік Қазақстан,9.1
2012,пайыз,сельская местность,әйелдер,Оңтүстік Қазақстан,14.7
2013,пайыз,сельская местность,әйелдер,Оңтүстік Қазақстан,10.0
2014,пайыз,сельская местность,әйелдер,Оңтүстік Қазақстан,26.5
2015,пайыз,сельская местность,әйелдер,Оңтүстік Қазақстан,26.2
2016,пайыз,сельская местность,әйелдер,Оңтүстік Қазақстан,28.0
2017,пайыз,сельская местность,әйелдер,Оңтүстік Қазақстан,32.0
2010,пайыз,сельская местность,әйелдер,Павлодар,39.7
2011,пайыз,сельская местность,әйелдер,Павлодар,24.0
2012,пайыз,сельская местность,әйелдер,Павлодар,28.4
2013,пайыз,сельская местность,әйелдер,Павлодар,37.9
2014,пайыз,сельская местность,әйелдер,Павлодар,37.9
2015,пайыз,сельская местность,әйелдер,Павлодар,39.7
2016,пайыз,сельская местность,әйелдер,Павлодар,41.1
2017,пайыз,сельская местность,әйелдер,Павлодар,49.8
2018,пайыз,сельская местность,әйелдер,Павлодар,52.8
2010,пайыз,сельская местность,әйелдер,Солтүстік Қазақстан,28.4
2011,пайыз,сельская местность,әйелдер,Солтүстік Қазақстан,24.5
2012,пайыз,сельская местность,әйелдер,Солтүстік Қазақстан,16.7
2013,пайыз,сельская местность,әйелдер,Солтүстік Қазақстан,21.3
2014,пайыз,сельская местность,әйелдер,Солтүстік Қазақстан,37.7
2015,пайыз,сельская местность,әйелдер,Солтүстік Қазақстан,35.3
2016,пайыз,сельская местность,әйелдер,Солтүстік Қазақстан,37.4
2017,пайыз,сельская местность,әйелдер,Солтүстік Қазақстан,40.0
2018,пайыз,сельская местность,әйелдер,Солтүстік Қазақстан,45.3
2018,пайыз,сельская местность,әйелдер,Түркістан,33.0
2010,пайыз,сельская местность,әйелдер,Шығыс Қазақстан,23.4
2011,пайыз,сельская местность,әйелдер,Шығыс Қазақстан,26.0
2012,пайыз,сельская местность,әйелдер,Шығыс Қазақстан,29.3
2013,пайыз,сельская местность,әйелдер,Шығыс Қазақстан,27.5
2014,пайыз,сельская местность,әйелдер,Шығыс Қазақстан,39.3
2015,пайыз,сельская местность,әйелдер,Шығыс Қазақстан,37.7
2016,пайыз,сельская местность,әйелдер,Шығыс Қазақстан,41.8
2017,пайыз,сельская местность,әйелдер,Шығыс Қазақстан,39.4
2018,пайыз,сельская местность,әйелдер,Шығыс Қазақстан,48.3
